path	duration	sentence
audio/audio_0078_chunk_0030.flac	9.24	දැන් මම අර කලින් කිව්වා වගේ මැච් ලොක් එක සෑම විටම නේකඩ් ෆ්ලේම් එකක්නේ ඒ කියන්නේ ඒ කියන්නේ නිරාවරණය වෙච්ච ගිනි පුළුඟුවක් එළියේ තියෙනවා ඉතින් මේකේ ප්‍රශ්න ගොඩයි
audio/audio_0078_chunk_0031.flac	22.04	ඒ වෙනුවට ෆ්ලින්ට් ලොක් එකක පාවිච්චි කරන්නේ ෆ්ලින්ට් එකක් කියලා කියන්නේ ඕගොල්ලෝ දැකලා තියෙනවා නේද අර පරණ ලයිටර් වල අපි මෙහෙම මේ රෝලක් අපි කරකවනකොට ගිනි පුලිඟු එළියට එන මේ කොටසක් තියෙනවා මේකට තමයි ෆ්ලින්ට් එකක් කියලා කියන්නේ එතකොට ෆ්ලින්ට් එකක් මොකක් හරි මේ ද්‍රව්‍යයක ඒ කියන්නේ ලෝහයක වදිනකොට මොකද වෙන්නේ එහි ගිනි පුළුඟු හැදෙනවා
audio/audio_0078_chunk_0033.flac	27.64	මෙහි තියෙන වෙනස තමයි සාමාන්‍ය මැච් ලොක් එකකට බොහෝම සමානයි ඒ මේ කොටන තුවක්කු වශයෙන් ගත්තහම සාමාන්‍යයෙන් ඒ බැරල් එකට අපි මසල් ලෝඩ් කරලා ඒ වගේම උණ්ඩයක් ඉදිරියට දාලා මොකද කරන්නේ ෆ්ලෑෂ් පෑන් එකක් තියෙනවා ඒ කියන්නේ අර මම කිව්වේ අර ඇස කියලා ඒ ඇසට තමයි අපි වෙඩි බෙහෙත් පොඩ්ඩක් දාන්න ඕනේ එතන අපි ෆ්ලෑෂ් පවුඩර් කියලා සුවිශේෂ වෙඩි බෙහෙත් වර්ගයක් දානවා සාමාන්‍ය වෙඩි බෙහෙත් වලට වඩා වේගයෙන් ගිනි අල්ල ගන්නවා
audio/audio_0078_chunk_0036.flac	26.11	ඉතින් ඔය මේ අපි දන්නවා පෘතුගීසි ලන්දේසි කාරයෝ වෙනකොට ලංකාවේ ෆ්ලින්ට් ලොක් ඒගොල්ලෝ පාවිච්චි කරා කියලා කියනවා ඒක හොඳ ක්‍රමවේදයක් විදිහට ඒ වගේම ඒගොල්ලෝ මැච් ලොක් උපකරණත් පාවිච්චි කරා කියනවා ෆ්ලින්ට් ලොක් ඔන්න එහෙනම් ලංකාවේ පළවෙනියට පාවිච්චි කරා ඔය ගොඩාක් ෆ්ලින්ට් ලොක් රයිෆල්ස් අපිට හම්බවෙනවා ඔය මේ මේ දැන් ඕගොල්ලන්ට කෞතුකාගාර වල වුනත් ලංකාවේ නිෂ්පාදනය කරපු ෆ්ලින්ට් ලොක් රයිෆල් බලන්න පුළුවන් මස්කට්ස් බලන්න පුළුවන් හැකියාව තියෙනවා
audio/audio_0078_chunk_0038.flac	10.33	පළවෙනිම ගැටලුව තමයි ෆ්ලින්ට් රොක් එක එහෙම නැත්නම් ෆ්ලින්ට් පාෂාණය මොකද කරන්නේ දිගින් දිගටම මේක රිප්ලේස් කරන්න ඕනේ සාමාන්‍යයෙන් විසි පාරක් තිස් පාරක් තිබ්බයින් පස්සේ මේක අයින් කරන්න ඕනේ
audio/audio_0078_chunk_0040.flac	15.96	ඒ වගේම ඔය අසරුවෙක්ට වගේ අපි හිතන්නකෝ අසරුවෙක්ට වගේ ඒම් කරලා නම් වෙඩි තියන්නේ මොකද වෙන්නේ අර අසරුවා වේගයෙන් ගමන් කරනවානේ එතකොට මේ ඉතින් පහසුවෙන් මේක කරගන්න හැකියාවක් නෑ ඉතින් අර ෆ්ලින්ට් ලොක් ඉතින් ඔය වගේ ගැටලුකාරී තත්ව තියෙනවා
audio/audio_0078_chunk_0041.flac	18.11	ෆ්ලින්ට් ලොක් එකේත් ඊළඟට තියෙන ප්‍රශ්නේ තමයි ඕගොල්ලන්ට පැහැදිලිවම පේන දෙයක් මේකත් කොටන තුවක්කුවක් ඉතින් කොටන්න ගියාම දැන් මේ තියෙන තත්ත්වේ තමයි මේක බැරල් එක ඉස් කරන්න ඕනේ සම්පූර්ණම මේක මේ අරගෙන ඊටපස්සේ බේත් දාන්න ඕනේ ඇතුළට මූනිස්සම දාන්න ඕනේ කොටලා මේක මේවා කරලා ගන්න ඕනේ
audio/audio_0078_chunk_0042.flac	14.30	ඉතින් මේ ෆ්ලින්ට් සිස්ටම් එකේ තියෙන ඒ ප්‍රධාන ප්‍රශ්නයක් විදිහටම අපි කියනවා ෆයර් රේටින් ෆයරින් රේට් එක බොහොම අඩුයි සාමාන්‍ය තාමත් මේ විනාඩියකට තුන් පාරක් එහෙම නැත්නම් හතර පාරක් විදිහට තමයි ෆ්ලින්ට් රොක් එකක වුණත් කරන්න පුළුවන්
audio/audio_0078_chunk_0043.flac	26.88	ඒ විතරක් නෙවෙයි තව දෙයක් තමයි මේ ෆ්ලින්ට් ඇවිල්ලා මොකද නිතරම මේක වදිනකොට ඒ තියෙන පුංචි පුංචි මේ කොටස් ගිහිල්ලා අර බැරල් එක ඇතුලේ හිල වෙනවා ඉතින් ෆ්ලින්ට් ලොක් ටිකක් සාමාන්‍යයෙන් කියන්නේ මේ මේවා ශුද්ධ කරන්න අපහසුයි කියලා ඉතින් මේ වගේ මේ ෆ්ලින්ට් ලොක් වල ප්‍රශ්න තිබුණා කියලා කියනවා ඉතින් ඊළඟට තමයි එහෙනම් ෆ්ලින්ට් ලොක් රයිෆල් වලින් ඊළඟ ක්‍රමවේදයට මිනිස්සු පාවිච්චි කරන්න ගියා කියලා කියන්නේ
audio/audio_0078_chunk_0046.flac	13.72	මිනිස්සු මොකද කරේ මේකට හොඳ සරල විදියක් කියලා මිනිස්සු මොකද කරේ මේ වෙඩි බෙහෙත් ටිකයි ඊට පස්සේ මූනිස්සමයි එකට එකට එකතු කරලා පුංචි පැක් එකක් අපි මේකට කියනවා කාට්‍රිජ් එකක් කියලා
audio/audio_0078_chunk_0047.flac	3.68	කාට්‍රිජ් එකක් හැදුවා කියලා කියනවා පුංචි පැක් එක අනික රතිඤ්ඤා වගේ එකක්
audio/audio_0078_chunk_0048.flac	15.04	එතකොට දැන් අර බෝතල් වලින් වෙඩි බේත් දදා කොට කොට ඉන්න කතාවක් නෑ මේ සාමාන්‍යයෙන් මේ අපේ මේ හමුදාවල තමයි මේවා පාවිච්චි කරා කියන්නේ මොකද ගත්තේ අර කාට්‍රිජ් එකක් ඒ සැක් එකෙන් එලියට ගත්තා මේ කටින් මේ කාට්‍රිජ් එකේ මුල් කොටස කැඩුවා
audio/audio_0078_chunk_0050.flac	12.00	ඉතින් ඕක තමයි මූලික වුණේ ඉතින් තව විධියක් තියෙනවා මිනිස්සු කල්පනා කරා මේක මේ කාට්රිජ් එක වැඩේ හොඳයි හොඳටම මේක අපි මේ ඉස්සරහින් මේ කොටන තුවක්කුවක් වෙනුවට අපිට බැරිද මේකට වෙන විධියක් කරන්න
audio/audio_0078_chunk_0051.flac	14.68	එහෙනම් මේක හිතලා පළවෙනියටම අපි කියනවා බ්‍රීච් ලෝඩින් මෙතඩ් බ්‍රීච් ලෝඩින් කියලා කියන්නේ බ්‍රීච් කියලා කියන්නේ කඩනවා නිකන් එහෙම නැත්නම් මැද්දෙන් යොමු කරලා ඉදිරියට එනවා වගේ අදහසක් නේ බ්‍රීච් කරනවා කියලා කියන්නේ යමක් යමක් බ්‍රීච් කරනවා කියන්නේ කැඩියලා ඇතුල් කරනවා වගේ අදහසක්
audio/audio_0078_chunk_0052.flac	29.79	එතකොට මොකද කරන්නේ ඔන්න පළවෙනි බ්‍රීච් ලෝඩින් සිස්ටම්ස් ආවා දැන් මේකේ මොකද්ද සිද්ධ වෙන්නේ මේ මූනිස්සම ඔන්න එතකොට අර මේක සාමාන්‍යයෙන් ඉස්සරම කරා කියන්නේ කඩදාසි වලින් හැදුවා කියන්නේ එතකොට තුවක්කුව වෙන් කරලා එතකොට තුවක්කුවේ ඉස්සරහින් මූනිස්සම කොටන්න ඕනේ නැහැ උණ්ඩය කොටන්න අවශ්‍ය නැහැ මේ පිටිපස්සෙන් අර අපිට අවශ්‍ය විදිහට සම්පූර්ණයම කාට්‍රිජ් එකම අපිට දාන්න පුළුවන් උණ්ඩයක් විදිහට එතකොට කාට්‍රිජ් මීට කලින් හදලා තියාගන්න පුළුවන් යුධමය අවස්ථාවකට කලින්
audio/audio_0078_chunk_0053.flac	17.53	එතකොට සාමාන්‍යයෙන් තත්පර පහළොවක් විස්සක් යන වැඩේ සාමාන්‍යයෙන් තත්පර හතක් අටක් වගේ වෙනකොට අපිට බ්‍රීච් ලෝඩින් මෙතඩ් එකකින් කරන්න පුළුවන් එතකොට ටක් ගාලා අර බ්‍රීච් ලෝඩ් කරා ඊට පස්සේ අපිට අවශ්‍ය කරන මේ මැච් ලොක් මෙකැනිසම් එක ඇක්ටිවේට් කරා එහෙම නැත්නම් ක්‍රියාත්මක කරා පහර දුන්නා
audio/audio_0078_chunk_0054.flac	13.40	ආ වැඩි තිප් බයි ද වේ ඔය විදිහට ඔන්න බ්‍රීච් ලෝඩින් ඒකෙන් ඔන්න පළවෙනියටම පටන් ගත්තා එහෙනම් මේ රේට් ඔෆ් ෆයර් වැඩි කරයි එතකොට බ්‍රීච් ලෝඩින් සහ ඒ කාට්රිජ් තමයි දැන් නූතන මේ උණ්ඩ
audio/audio_0078_chunk_0055.flac	24.41	අපි කියන්නේ මේ පළවෙනියටම මේ අපි දැන් ඔය අපි දැකලා තියෙනවනේ මෙටල් කාට්රිජ් නේ තියෙන්නේ දැන් තියෙන්නේ මේ අපි උණ්ඩ විදිහට අඳුර ගන්නේ අන්න ඕකේ මූලිකම අවස්ථාව තමයි අපි කියන අර පේපර් කාට්රිජ් වල ඇත්තටම ඇතුලේ උණ්ඩ සකස් කරලා ඒ කියන්නේ වෙඩි බේත් සහ උණ්ඩේ එකට ආපු අවස්ථාව ඔන්න ඕක තමයි පළවෙනිම බ්‍රීච් ලෝඩින් මෙතඩ් එක කියලා මුලින්ම ආවේ
audio/audio_0078_chunk_0056.flac	8.35	ඉතින් මේ විදියට මේ ආයුධ පද්ධති දිගින් දිගට ඉදිරියට ආවා ෆ්ලින්ට් ලොක් එක බහුල වශයෙන් පාවිච්චි කරා දහහත දහඅට වෙන සියවස වෙනකන්
audio/audio_0078_chunk_0057.flac	7.96	ඒ වගේම කාට්රිජ් සිස්ටම් ඒ කියන්නේ පේපර් කාට්රිජ් විදිහට උණ්ඩ එකට රෝල් කරලා යන අවස්ථාව ඕම බහුල වශයෙන් පාවිච්චි කරා
audio/audio_0078_chunk_0058.flac	6.56	දැන් මිනිස්සු කල්පනා කරා හරි දැන් මේ මේ ෆ්ලින්ට් ලොක් එකේ තියෙන ප්‍රශ්න තමයි මේක ගෙවිලා යනවා ෆ්ලින්ට් රොක් එක
audio/audio_0078_chunk_0059.flac	11.20	ඊට පස්සේ මේකේ ඩිලේ එකක් තියෙනවා වෙඩි තියන්න ගියාම ලොක් ඩිලේ එකක් තියෙනවා ඒක නිසා සාර්ථකව තියන්න මේක තව ටිකක් අපිට ඉම්පෲව් කරන්න බැරිද මේ කාට්රිජ් සිස්ටම් එක එකටම එකතු කරලා කියලා
audio/audio_0078_chunk_0060.flac	6.30	ඉතින් මෙන්න මේ දෙකේ එකට එකතුවක් විදිහට අපිට දකින්න පුළුවන් සාමාන්‍යයෙන් දහනව වන සියවසේ වගේ වෙනකොට
audio/audio_0078_chunk_0061.flac	14.30	ආ අටසීය ඊට පස්සේ නවසීය වගේ කාලේ වෙනකොට මොකද කරන්නේ මිනිස්සු මේ ප්‍රිකෂන් කැප් කියන ක්‍රමවේදය ඒක ලොක් එකක් කැප් ලොක් කියන ක්‍රමවේදය මේ තුවක්කුවට අරගෙන ආවා කියලා කියනවා
audio/audio_0078_chunk_0062.flac	20.80	එතකොට කැප් ලොක් කියන්නේ මේකයි දැන් මෙතුවක් කාලෙකට අපි දැක්කා යම්කිසි ගිනි පුලිඟුවක් දෙන්න පුළුවන් ක්‍රමයක් තමයි අපි ගත්තහම මේ පළවෙනියටම මැච් ලොක් ගත්තහමත් ඊටපස්සේ ෆ්ලින්ට් ලොක් ගත්තහම ඔය අතර මැදි ක්‍රමයක් තියෙනවා වීල් ලොක් ගත්තහම ඔය හැම එකේම මොකද වෙන්නේ මොකක් හරි ගිනි පුලිඟුවක් ඒ වෙලාවේ හදල දෙන දේ තමයි කරන්නේ
audio/audio_0078_chunk_0063.flac	5.98	ඒ වෙනුවට මේ ප්‍රිකෂන් කැප් එකේ පාවිච්චි කරා වෙනත් ස්පෙෂල් දෙයක් ඒක තමයි
audio/audio_0078_chunk_0064.flac	6.75	කැප් කී කැප් එකක් කියලා මේ කුඩා කොටසක් කුඩා වෙනත් පිපිරුම් කාරකයක් වෙනම ගෙනාව
audio/audio_0078_chunk_0067.flac	17.79	වැදුනායින් පස්සේ එතන පිපිරීමක් ඇතිවෙනවා ඒ පිපිරීම චේම්බර් එක ඇතුලට යනවා චේම්බර් එක ඇතුලේ තියෙන ද්‍රව්‍ය පිට වෙලා යනවා එතකොට මේකේ එක්කෝ කාට්රිජ් බ්‍රීච් ලෝඩින් කරලා හදපු එකක් වෙන්නත් පුළුවන් එහෙම නැත්නම් මසල් ලෝඩින් කරලා හදපු එක වෙන්න පුළුවන් ඒ කියන්නේ කොටන තුවක්කුවක් වෙන්නත් පුළුවන් එහෙම නැත්නම් කාට්රිජ් එකක් දාපු එකක් වෙන්නත් පුළුවන්
audio/audio_0078_chunk_0068.flac	13.72	ඉතින් මේක තමයි මුලින්ම හැදුවේ ඉතින් මේකෙ පළවෙනියටම කැප් එක දාන්න වෙනම එළියෙන් කොටසක් හදපු එකක් තිබුණා ඉතින් මේක බොහොම හොඳයි එතකොට මේක සාමාන්‍ය තෙතමනය තියෙන වෙලාවක වුණත් මේක පාවිච්චි කරන්න පුළුවන් එතකොට ෆ්ලින්ට් එකත් වහිනකොට වැඩ කරන්නේ නෑ
audio/audio_0078_chunk_0069.flac	8.57	දැන් ප්‍රිකොෂන් කැප් එකක් එහෙම නෙමෙයි මේ කැප් එක ඇතුළුවනේ තියෙන්නේ එතකොට හැම රෙකක් වැදුණයි කියලා ඒ වතුර ඇතුළට යන ප්‍රමාණය අඩුයි මේක භාවිතා කිරීම පහසුයි
audio/audio_0078_chunk_0070.flac	6.33	ඉතින් ඒ වගේම මේ කාට්රිජ් එකක් තියෙන නිසා මිනිස්සු කල්පනා කරා ආ එහෙනම් මෙහෙම දෙයක් කරන්න බැරිද
audio/audio_0078_chunk_0071.flac	3.16	කාට්රිජ් එක ඇතුලෙම අපිට බැරිද කැප් එක තියන්න
audio/audio_0078_chunk_0072.flac	29.88	එතකොට අපි කියනවා පළවෙනි නීඩල් ෆයරින් සිස්ටම් කියලා ඒ කියන්නේ බ්‍රීච් ලෝඩ් කරනවා කාට්රිජ් එකක් මේක පළවෙනියටම පටන් ගත්තු කාට්රිජ් එක ඇත්තටම මේ තියෙන්නේ මේ කඩදාසි වලින් හදලා තිබුණේ ඒකේ වෙඩි බෙහෙත් තියෙනවා ඒකේ පිටිපැස්සේ පොඩි කැප් එකක් තියෙනවා ඒකට පීඩනයට සංවේදී පුපුරන ද්‍රව්‍ය එතකොට මේක ලෝඩ් කරලා ඒ හැමර එක වදිනකොට මැද්දට මොකද වෙන්නේ බ්‍රීච් ලෝඩ් කරපු මේ මේ කාට්රිජ් එක පුපුරනවා ඒක තමයි ඉස්සරහට යන්නේ උණ්ඩය කියන සංකල්පය බුලට්
audio/audio_0078_chunk_0074.flac	7.71	ඉතින් මේක ගොඩාක් ජනප්‍රිය වුණා එතකොට කොටන්න ඕනේ මුකුත් නෑ එතකොට මිනිස්සු ගාව කාට්‍රිජ් එක තියෙනවා පස්සේ මේක පුංචි බුලට් එකක්
audio/audio_0078_chunk_0075.flac	21.47	ඒ කියන්නේ ඇමියුනිෂන් පොඩි බුලට් එකක් මේක කෙලින්ම ලෝඩ් කරා අපිට මේ කොක් කරා ෆයර් කරා එතකොට කොටන වැඩ සම්පූර්ණ ඉවරයි විනාඩි තත්පර පහක් යනකොට අපිට මේ එක ෆයරින් සයිකල් එකක් මේ සාමාන්‍යයෙන් කම්ප්ලීට් කරන්න පුළුවන් මට්ටමකට එනවා පිකෂන් කැප් එකක් වගේ වෙනකොට ඉතින් ඕගොල්ලන්ට පේනවා නේද වේගයෙන් වේගයෙන් මේක ඉදිරියට ආවා
audio/audio_0078_chunk_0076.flac	10.81	හැබැයි ප්‍රිකෂන් කැප් එකෙත් ප්‍රශ්න තියෙනවා මොනවද දන්නවද ප්‍රධාන ප්‍රශ්න කඩදාසි වලින්නේ හදලා තියෙන්නේ ඇතුලෙන්නේ පුපුරන්නේ මොකද වෙන්නේ මේකෙදි අර ඇතුලේ මේවා හිර වෙනවා
audio/audio_0078_chunk_0077.flac	10.20	හා ඊටපස්සේ මේ ඊටපස්සේ මේ ඇතුලේ ඒ ඒ කාට්රෙජ් එක සමහර වෙලාවට පිපුරුණාම කොළ කැඩදාසි එළියට යන්නේ නෑ ඒවා අතින් ඇදලා මේ පොඩි කොක්කක් වගේ දාලා සමහර වෙලාවට අයින් කරන්න ඕනේ
audio/audio_0078_chunk_0078.flac	14.65	ඉතින් මේ සාමාන්‍ය ෆයරින් රේට් එක වැඩි වුනාට අර වගේ ප්‍රශ්න එන හැකියාවක් තියෙනවා සමහර වෙලාවට ඇලෙනවා ඊට පස්සේ ඒ චේම්බර් එක එක්ස්පෑන්ඩ් වෙනවා ඔය වගේ ගොඩාක් ප්‍රශ්න මේ පිකෂන් කැප් වල මේ රයිෆල් වල තිබුණා
audio/audio_0078_chunk_0079.flac	22.27	ඒක නිසා මිනිස්සු මෙන්න මේක හරි වැදගත් මිනිස්සු ඊළඟට හොයාගත්තා ක්‍රමවේදයක් අපි කියනවා බෝල්ට් ඇක්ෂන් කියන ක්‍රමවේදය මේක තමයි ඊළඟට තව ඇක්ෂන්ස් ගොඩාක් වර්ග තියෙනවා ඉතින් මම මේ සරල මේ ගමන කියන්නේ බෝල්ට් ඇක්ෂන් කියන ප්‍රධාන රයිෆල් වර්ගය එහෙම නැත්නම් මේ අර මේ තුවක්කු වර්ගය මුලින්ම ගෙනාවා කියලා කියනවා
audio/audio_0078_chunk_0082.flac	14.14	ඉතින් නල ඉතින් ඔය විදිහට තමයි බෝල්ට් ඇෂන් වල කර්තව්‍ය ආවේ ඉතින් සාමාන්‍යයෙන් දහඅට දහනමය වගේ වෙනකොට බෝල්ට් ඇෂන් පටන් ගත්තා මේ දියුණු වෙන්න ඊටපස්සේ විසිවන ශතවර්ෂය වගේ වෙනකන්
audio/audio_0078_chunk_0084.flac	6.56	ඉතින් මේකත් හරි වැදගත් වුණා මේ බෝල්ට් ඇක්ෂන් වල මේ ප්‍රසිද්ධතාවය සහ ප්‍රචලිතතාවය සඳහා
audio/audio_0078_chunk_0085.flac	9.34	දැන් මේ කියන බෝල්ට් ඇක්ෂන් රයිෆල් අදටත් භාවිතා වෙනවා බෝම ප්‍රසිද්ධ ඒ වගේම ප්‍රචලිත බොහෝ දෙනෙක් වැළඳ ගත්තු වෙපන් සිස්ටම් එකක් විදිහට
