path	duration	sentence
audio/audio_0117_chunk_0049.flac	3.61	ඉතින් සති දෙක තුනක් මම ෆ්‍රී ක්ලාස් දුන්නා හැම එකම දුන්නේ නැහැ
audio/audio_0117_chunk_0050.flac	7.77	අහ් සමහර එක කොපි කරපු අයට දුන්නා සමහර ඒවා යූටියුබ් දැම්මා තම මගේ නම ඔන්ලයින් කියන මාධ්‍යයට අලුත්
audio/audio_0117_chunk_0055.flac	3.48	හොඳ දෙයක් ලංකාවේ ඉන්න හැම දරුවෙක්ටම ලබා දෙන්න
audio/audio_0117_chunk_0056.flac	6.84	මේ වගේ එකක් ඉතින් ආයෙ යූටියුබ් එකේ තියා ගූගල් එකේවත් හොයාගන්න හම්බෙන්නේ නැහැ ඩිප්ලෝමා එකක් කරා එන්න පුතේ ළඟට කියලා මෙහෙම කියලා දෙන්නේ නැහැ
audio/audio_0117_chunk_0061.flac	4.25	ආරසිය අසූනවයයි දෙදහස් විසිහතර
audio/audio_0117_chunk_0063.flac	3.42	ඕන අවස්ථාවක වොයිස් මැසේජ් එකක් හරි කමක් නෑ දන්න කෝල් එකක් හරි කමක් නෑ
audio/audio_0117_chunk_0071.flac	4.09	එසේ රයිටින් මෙතන මම පොඩ්ඩක් කෑලි කෑලි කඩලා විස්තර කරලා තමයි තියෙන්නේ
audio/audio_0117_chunk_0074.flac	8.06	එසේ එකක් කියලා කියන්නේ සරලව කියනවනම් පැරග්‍රාෆ් කිහිපයක එකතුවන්නේ ඡේද කිහිපයක එකතුවක් තමයි අපිව රචනාවක් කියලා කියන්නේ
audio/audio_0117_chunk_0075.flac	3.84	ඉතින් මේ ඡේද කීපයක එකතු වුණාට මේකෙන් කියවෙන හුදු දෙයක් තියෙනවා
audio/audio_0117_chunk_0076.flac	10.36	මොකක් හෝ ගත්ත කොමන් ටොපික් එකකට මොකක් හෝ ගත්ත ටොපික් එකකට නැත්නම් මාතෘකාවකට අදාළව කරුණු පෙළගැස්වීමත් තමයි එසේ එයකින් සිද්ධ වේ
audio/audio_0117_chunk_0077.flac	8.03	ඒ ලෙවල් මට්ටමේ නම් එකසිය පනහත් දෙසියත් අතර වචන ප්‍රමාණයක් වර්ඩ් කවුන්ට් එකක් අපෙන් බලාපොරොත්තු වෙනවා එක්සෑම් එකෙදි ලියන්න
audio/audio_0117_chunk_0078.flac	6.33	ඉතින් ඔක්කොටම කලින් දැනගන්න ඕන මේ එසේ එකක මොනවද තියෙන කොටස් කියලා මේක නම් දන්න දෙයක්
audio/audio_0117_chunk_0079.flac	3.0 	අපි දන්නවා එසේහ එක යූෂලි කියන්නේ සාමාන්‍ය
audio/audio_0117_chunk_0080.flac	4.0 	ඇස් ත්‍රී මේන් පාර්ට්ස් සාමාන්‍යයෙන් කොටස් තුනක් තියෙනවා
audio/audio_0117_chunk_0082.flac	9.24	ඉන්ට්‍රඩක්ෂන් එක ආරම්භය හැඳින්වීම ඊටපස්සේ බොඩි පැරග්‍රාෆ්ස් අපි එහෙම නැත්තං කියනවා අන්තර්ගතය කියලා ලියන යටින් ඔය ලියන ඡේද දෙක තුන
audio/audio_0117_chunk_0083.flac	3.0 	අන්තිමට තියෙන කන්ක්ලූෂන් නැත්නම් අපි කියනවා අවුට්‍රෝ
audio/audio_0117_chunk_0085.flac	5.95	ඔය ටික තමයි ඉතින් එස්ඒ එක පාර්ට්ස් කියලා තියෙන්නේ මේක තමයි මේ පොඩියට විස්තර කරලා තියෙන්නේ හැබැයි ඔතන නොදන්න විදිහට දෙයක්
audio/audio_0117_chunk_0087.flac	3.29	මතකද මම පළවෙනිව දවසේ ඕගොල්ලන්ට කිව්වා
audio/audio_0117_chunk_0089.flac	4.57	අ ඒ එසේ එකේදී මම කියනවා තීසිස් ස්ටේට්මන්ට් එකක් කියලා දෙයක් ගැන
audio/audio_0117_chunk_0094.flac	4.89	තීසීස් මේක කියවන්නේ ඩර් සිස් කියලා නෙමේ තීසීස්
audio/audio_0117_chunk_0095.flac	3.77	අප් ඉප් ටි තා නීමේ තී ටී සිස්
audio/audio_0117_chunk_0098.flac	16.41	ද ඉන්ට්‍රඩක්ෂන් ඉන්ට්‍රඩියුසස් ද ටොපික් ගිව්ස් සම් බැක්ග්‍රවුන්ඩ් ඉන්ෆොමේෂන් ඇන්ඩ් එන්ඩ්ස් විත් යුවර් තීසිස් ස්ටේට්මන්ට් මේකෙ මෙහෙම එකක් කියන්නේ මොකක්ද ඉන්‍ට්‍රඩක්ෂන් එක අපේ පළවෙනි ඡේදයෙන් අපි කරන්නේ මොකක් හෝ මාතෘකාවට හරි අපද්‍රව්‍ය බැහැර කිරීම හඳුන්වා දීමක් ගන්න එකනේ ඇඳින්වීමක් ගන්න
audio/audio_0117_chunk_0101.flac	5.05	පළවෙනියට මාතෘකාව හඳුන්වලා දෙනවාලු ඉන්ට්‍රොඩියුසස් ද ටොපික් මාතෘකාව හඳුන්වලා දෙනවා
audio/audio_0117_chunk_0103.flac	14.49	නිකම් බාහිර තොරතුරු ටිකක් ලබා දෙනවා මෙහෙම වුනා අමතර පොඩි කරුණු ටිකක් කුණු ගැන නම් කතා කරන්නේ කුණු සම්බන්ධ වෙනත් විස්තර ලංකාවේ කුණු කඳ කොච්චරක් තියෙනවද මොකක් හරි ඔහෝ වගේ විස්තරයක් ලබා දෙනවා ඇන්ඩ් එන්ඩ්ස් විත් යෝ තීසිස් ස්ටේට්මන්ට්
audio/audio_0117_chunk_0104.flac	6.4 	ඉවර වෙනවාලු අන්න ඒ වගේ ඉන්ට්‍රොඩක්ෂන් එකක් අරගෙන ඔයාගේ තීසිස් ස්ටේට්මන්ට් එක තීසිස් කියන මේ ප්‍රකාශනයෙන්
audio/audio_0117_chunk_0107.flac	12.19	මෙන්න මේ තීසිස් කියන ස්ටේට්මන්ට් එකෙන් වෙන්නේ මොකක්ද ඔයාගේ ප්‍රධාන ආර්ගියුමන්ට් එක ඔයා විවාද කරන දේ ඔයාගේ ප්‍රධාන මේ දැන් කතා කරන දේ රචනාව ඇතුළත එහෙම නැත්නම් ඔයා කතා කරන සිද්ධිය සම්බන්ධයෙන්
audio/audio_0117_chunk_0108.flac	5.88	කෙලින්ම කියවන මනුස්සයාට අදහසක් ලබා දීම තනි කෙනෙක් ඒ කියන්නේ ඩිරෙක්ට්ලි අයිඩියා එකක් ලබා දීම
audio/audio_0117_chunk_0111.flac	11.64	අලින් කිව්වා වගේ මේ තීසිස් ස්ටේට්මන්ට් එක කියලා කියන්නේ රචනාවේ ප්‍රධාන අදහස මේන් අයිඩියා ඕ ආගියුමන්ට් ප්‍රධාන වශයෙන් කතා කරන දේ මියුට් කරලා නෑ නේද හරි
audio/audio_0117_chunk_0112.flac	4.8 	එය පාඨකයාට කියනවා රචනාව කුමක් ගැනද සහ කුමන ස්ථාවරයක් හෝ තර්කයක්ද
audio/audio_0117_chunk_0114.flac	9.12	අන්න ඒ තීසිස් තීසිස් ස්ටේට්මන්ට් එකෙන් පාඨකයා නැත්නම් රීඩර්ට කියනවලු වට් ද එසේ ඊස් අබවුට් රචනාව මොකක් ගැනද
audio/audio_0117_chunk_0115.flac	10.78	සහ වට් පොසිෂන් නු ආගියුමන්ට් යූ විල් එක්ස්ප්ලේන් ඔයා කතා කරන දේ මොකක්ද ඔයා කතා කරන සිද්ධිය මොකක්ද ඒ සම්බන්ධයෙන් පාට කියාට දළ අදහසක් ලබා දීම තමයි මේකෙන් කරන්නේ
audio/audio_0117_chunk_0116.flac	7.93	ඉට්ස් ලයික් අ ගයිඩ් ෆෝ යුවර් එසේ ෂෝවින් වට් යූ වෝන්ට් ටු ඩිස්කස් ඒක හරියට නිකන් ඔයාගේ එර ඒ එසේ එකට මග පෙන්වීමක් වගේ
audio/audio_0117_chunk_0117.flac	5.95	දෙයක් ඒක කියෙව්වම පාඨකයාගේ ඔලුවට යනවා මේකෙන් එසේ එකෙන් කියවෙන්නේ මේ සම්බන්ධයෙන් කියලා
audio/audio_0117_chunk_0118.flac	9.5 	සාමාන්‍යයෙන් තිසිස් ස්ටේට්මන්ට් එකක් අපිට ඉන්ට්‍රඩක්ෂන් එකේ ඒ කියන්නේ අපේ හැඳින්වීමේ පළවෙනි පැරග්‍රාෆ් එකේ මැද වුණත් දාන්න පුළුවන් තමයි පුළුවන් බැරිකමක් නෑ
audio/audio_0117_chunk_0119.flac	17.18	හැබැයි අපි සාමාන්‍යයෙන් ඒ තීසිස් ස්ටේට්මන්ට් එක ගන්නේ අන්තිමට හේතුව මොකක්ද එතකොට තමයි ඔළුවට වදින්නේ මුල ටික ඔහොම කියවගෙන කියවගෙන යනවා අන්තිම චුට්ට කියවන කොට ඔළුවට යනවා අයිඩියා එක අන්තිම ටිකේ තමයි හයිලයිට් වෙන්නේ කිසිම මනුස්සයෙක් ඔන්න හිතන්නකෝ රූල් දහයක විතර පැරග්‍රාෆ් එකක් ඔයා ලිව්වයි කියලා
audio/audio_0117_chunk_0120.flac	9.5 	ලියන්න එපා මම කියන්නේ මෙකක් හිතන්න ඒකේ ලොකු පැරග්‍රාෆ් එකක් ලිව්වම අන්තිම සූට් එක තමයි ගොඩක් කට්ටිය කියන්නේ මැද ටික කියවන්නේ නෑ ඒකට තමයි අපි තීසස් ස්ටේට්මන්ට් එක අන්තිමට දාන්නෙ
audio/audio_0117_chunk_0121.flac	8.22	අහ් නැත්නම් තමන්ට මැදට ඕනනම් දාන්නත් පුළුවන් අපි කතා කරනවා ලියන හැටි කලබල වෙන්න එපා මම කිව්වේ සාමාන්‍යයෙන් අන්තිමට දාන්නේ ඔන්න ඔය හේතුව හින්දා
audio/audio_0117_chunk_0123.flac	19.64	තීසි ස්ටේට්මන්ට් තීසි ස්ටේට්මන්ට් එක කියන්නේ මොකක්ද කියලා දන්නවා දලා අදහසක් තියෙනවනේ සම්පූර්ණයෙන් මේ මාතෘකාව පිළිබඳ පොඩි බ්‍රේක් ඩවුන් එකක් දීලා එසේ එකේ කතා කරන්න එක් ගැන එක වාක්‍යකින් හෝ දෙකකින් ලියන එක ඕක තමයි සරලවම තීසි ස්ටේට්මන්ට් කියලා කියන්නේ
audio/audio_0117_chunk_0124.flac	8.73	ඒ අයිඩියා එක ඔලුවේ තියාගන්න දැන් ඉස්සරහට එම්පල් එකක් කතා කරනවා එතකොට තේරෙයි තවදුරටත් මොකක්ද මේ ස්ටේට්මන්ට් එක තව මේක කොහොමද ලියන්නේ කියන එක ගැන
audio/audio_0117_chunk_0126.flac	10.14	දැන් මෙතන කියලා තියෙන්නේ ඉන්ට්‍රොඩක්ෂන් එක ලියන හැටි දැන් සාමාන්‍යයෙන් අපි එසේ එකක් ලියන්න පටන් ගන්නේ කොහොමද චැට් එකට දාන්න ප්‍රශ්න තියේ නම් වචනයක් හරි තේරුනේ නැත්නම් චැට් එකට දාන්න
audio/audio_0117_chunk_0127.flac	4.16	අහ් සාමාන්‍යයෙන් අපි සිංහලෙන් හිතමු සිංහලෙන් එසේ කල්ලිද්දි පටන් ගන්න
audio/audio_0117_chunk_0130.flac	4.57	මෙන්න මේ කාලයේදී රචනා වූ මෙන්න මේ අදාළ හිමියන් විසින් රචනා වූ ගුත්තිල කාව්‍ය
audio/audio_0117_chunk_0132.flac	11.61	නැත්නම් ඔය රචනා හැම ලියද්දි අපි කිව්වා ජල සම්පත් අපතේ හරින්නේ මොකක්ද ජල සම්පත් රැක ගනිමු ඒ වගේ හෙඩිකට අපි ලිව්වා අහසින් වැටෙන එක දිය බිඳක්වත් අපතේ යන්න එපා කියලා මහා පරාක්‍රම භාග්‍රජතුමා කිව්වා කියලා
audio/audio_0117_chunk_0134.flac	9.4 	ඒක තමයි මෙතන කියලා තියෙන්නේ යූ කැන් ස්ටාර්ට් යුවර් ඉන්ට්‍රොඩක්ෂන් ඔයාට ඔයාගේ හැඳින්වීම පටන් ගන්න පුළුවන් සම්තින් ඉන්ටරෙස්ටින් මොකක් හරි විශේෂ දේකින් ලයික් අ කෝට්
audio/audio_0117_chunk_0136.flac	6.3 	අ ක්වෙස්චන් මොකක් හරි ප්‍රශ්නයක් මොකක් හරි දැන් අ ෂුඩ් ද කැපිටල් පනිශ්මන්ට් බී ලීගල්
audio/audio_0117_chunk_0138.flac	11.77	කැපිටල් පනිශ්මන්ට් කියලා කියන්නේ මොකක්ද සාමාන්‍යයෙන් මරණ දණ්ඩුවම කියලා කියන්නේ කැපිටල් කියන්නේ ප්‍රධාන ප්‍රධාන කියන අදහස කැපිටල් කියන්නේ පනිශ්මන්ට් කියන්නේ දඬුවම මූලිකම දඬුවම දෙන්න පුළුවන් දරුණුම එක මොකක්ද මරණ දඬුවම
audio/audio_0117_chunk_0139.flac	10.17	අපි එහෙන් අහනවා මොකක්ද එසේ එක ලියන්නේ කියලා ෂුඩ් ද කැපිටල් පනිෂ්මන්ට් මේක් කම් බැක් අ වරදඩුව ආයි එන්න ඕනද අන්න ඒ වගේ එකකදි ඔයාට ඒ ඒ ප්‍රශ්නෙන්ම පටන් ගන්න පුළුවන්
audio/audio_0117_chunk_0140.flac	8.06	හැබැයි එහෙම පටන් ගන්නවට වඩා සාර්ථකයි වෙන මොනවා හරි දෙයක් කියලා පටන් ගන්නවනේ ඒ ප්‍රශ්නෙම කියලා ඒක බ්‍රේක්ඩවුන් කරලා ලස්සනට ගන්නත් පුළුවන් ඒක තමයි මේ ක්ශන් කියලා තියෙන්නේ
audio/audio_0117_chunk_0141.flac	3.29	ප්‍රශ්නයක් අහලා පාට් එක ඇගෙන් ප්‍රශ්නයක් අහලා
audio/audio_0117_chunk_0143.flac	3.36	ඒක පොඩ්ඩක් අමාරුයි ඒ හින්දා මම එච්චර එක විස්තර කරන්න යන්නේ නෑ
audio/audio_0117_chunk_0144.flac	4.67	පර්ෆෙක්ට් හැමෝම දන්න මොනවා හරි සාමාන්‍ය සාමාන්‍ය පිළිගත් මතයක්
audio/audio_0117_chunk_0145.flac	6.81	ඕ අ ස්ටැටිස්ටික් දැන් ඔන්න කුණු කන්දක් වගේ නාය ගියා නම් මම අර ඉස්සෙල්ලා කිව්වා වගේ ලංකාවේ සිදු වූ කුණු කඳු නාය යෑම් ගණන
audio/audio_0117_chunk_0146.flac	8.67	ඊටපස්සේ ලංකාවේ කුණු කඳු කීයක් තියෙනවද මොකක් හරි ස්ටැටිස්ටික්ස් කියන්නේ සාමාන්‍යයෙන් අර සංඛ්‍යා ලේඛන වශයෙන් ඉදිරිපත් කරන්න පුළුවන් දෙයක් දන්නේ නැත්නම් බොරුවක් හරි ලියන්න
audio/audio_0117_chunk_0148.flac	3.87	දැන් අපි කුණු ප්‍රශ්නෙම ගමුකෝ මට කුණුම තමයි මතක් වෙන්නේ
audio/audio_0117_chunk_0149.flac	4.12	කුණු ගත්තොත් එහෙම මතකද අර දෙදහස් දහනමේ හෝ දහඅටේ
audio/audio_0117_chunk_0150.flac	3.16	අර කුණු කන්දන්න අය ගිහිල්ලා මිනිස්සු කීප දෙනෙක් ඕකට ය
audio/audio_0117_chunk_0151.flac	5.88	අපිට ඒ සිටුවේෂන් එකට ඉන්සිඩන්ට් එක ගන්න පුළුවන් ඉන්සිඩන්ට් කියන්නේ සිදුවීම ඒ
audio/audio_0117_chunk_0154.flac	18.43	ඉන්සිඩන්ට් කියන්නේ සිදුවීම් ඔය වගේ සිදුවීමක් අරගෙන පටන් ගන්න පුළුවන් එසේ එක දැන් මොකක්ද වතුර ගැන මොකෝ කියන්නේ කන්ටමිනේට් වෝටර් වතුර ජලය අපවිත්‍ර වීම ගැන ලියනවා නම් මොකක්ද ලියන්න පුළුවන් මොකක් හෝ අර රතු පස්වල මතක ඇති මොකක් හරි වුණානේ වතුර සම්බන්ධ එකක් ඒක
audio/audio_0117_chunk_0155.flac	9.37	සාගරයට කුණු බැහැර කිරීම සම්බන්ධයෙන් තියෙනවා නම් අ ඒක ලියන්න පුළුවන් අර මොකක්ද ඔය එක්ස්ප්‍රස් පර්ල් ඇවිල්ලා කැස්බෑවා මැරිච්ච එක් ගැන ඒ වගේ සිදුවීමක් වුණත් දාන්න පුළුවන්
audio/audio_0117_chunk_0157.flac	4.48	දැන් බොහොම සරලව කියලා දෙන්නම් කොහොමද ඔයාලට ලස්සන ඉන්ට්‍රඩක්ෂන් එකක් එසේ එකට ගන්න පුළුවන් කියලා
audio/audio_0117_chunk_0158.flac	17.24	සිදුවීමක් ගන්න පුළුවන් කෝට් එකක් කවුරු හරි ප්‍රකාශ කරපු දෙයක් අර අහසින් වැටෙන ඒ වගේ කතාවක් ගන්න පුළුවන් ඒක විතරක් නෙමෙයි තව ධම්මපද පාඨයක් බයිබල් එකේ ඔයා ක්‍රිස්ටියන් නම් බයිබල් එකේ පාඨයක් ඒ වගේ දෙයක් ගන්න පුළුවන් එහෙම නැත්නම් ප්‍රශ්නයකින් පටන් ගන්න පුළුවන් ක්වෙස්චන් එකකින්
audio/audio_0117_chunk_0159.flac	10.52	මොකක්හරි මේ වගේ සංඛ්‍යා ලේඛන ඒ වගේ දත්තයකින් පටන් ගන්න පුළුවන් නැත්නම් හැමෝම දන්න පොදු කරුණකින් පටන් ගන්න පුළුවන් නැත්නම් ඔයාගේ ආවේණික විදිහට කෙලින්ම ටොපික් එක ගැන කියලාත් පටන් ගන්න පුළුවන්
audio/audio_0117_chunk_0161.flac	3.71	මේක් ඉට් දැට් තීසිස් ස්ටේට්මන්ට් ඕන්ලි යූස්ෆුල් ඇට් ද එන්ඩ් ඔෆ් ද ඉන්ට්‍රඩක්ෂන් ඇන්ඩ් හෙල්ප්ස් ගයිඩ් ද රෙස්ට් ඔෆ් ද තීසිස්
audio/audio_0117_chunk_0162.flac	16.89	කියලා තියෙන්නේ සරලවම කිව්වොත් එහෙම තීසි ස්ටේට්මන්ට් එක අපි ඉන්ට්‍රඩක්ෂන් පැරග්‍රාෆ් එකේ අන්තිමට ලියනවා අර බයිල ටික මුලින්ම ගහනවා අහසින් වැටෙන එක විද්‍ය ඉබදක් ඒ කතා ටික කියනවා කියලා ජලයේ වැදගත්කම කියලා මෙන්න මේ කින්න ජලය අරපිරිමැස්මෙන් පාවිච්චි කරන්න ඕනේ කියලා අන්තිමට මෙන්න මේ තීසි ස්ටේට්මන්ට් එක දානවා
audio/audio_0117_chunk_0163.flac	4.67	දැන්ම මේක තේරෙන්නේ නෑ එසේක කියවනකොට තේරෙන්නේ කොහොමද මේක ලියන්නේ
audio/audio_0117_chunk_0168.flac	3.26	ඔන්න මම දැන් පෙන්නුවොත් ඕගොල්ලන්ට අවුලැයි
audio/audio_0117_chunk_0172.flac	10.08	ප්‍රොබ්ලම්ස් ඔෆ් යූත් මම පළවෙනි දවසේ කරපු එස්සේ එක තමයි හැබැයි ඉතින් මේක සාමාන්‍යයෙන් ඔයගොල්ලන්ට පොදුවේ ආවේනික දෙයක් හින්දා මම මේක අරගෙන මම එස්සේ එකක් ලියන මේ හැදුවා
audio/audio_0117_chunk_0173.flac	11.2	ප්‍රොබ්ලම්ස් ඔෆ් යූ දැන් මේක හොඳට මතක තියාගන්න මම ලියපු එස් එකක් නිසා තමයි මෙච්චර ඇඩ්වාන්ස් විදියට ලොකුවට නෑ ටිකක් ඇඩ්වාන්ස් විදියට තියෙන්නේ මෙතන වචන දෙසීයට වඩා වැඩි ගානක් තියෙනවා
audio/audio_0117_chunk_0174.flac	6.04	දුක් වෙන්න එපා තමන්ට මෙහෙම ලියන්න බැරි වුණායි කියලා කවදා හෝ මාස දෙක තුනක් යද්දි මේ විදිහට ලියාගන්න පුළුවන් වෙයි
audio/audio_0117_chunk_0176.flac	4.19	ඒ හින්දා ඔයගොල්ලන්ට එහෙම ලියන්න බැහැ කියලා අප්සට් ගන්න එපා පුළුවන් විදිහට ලියන්න පටන් ගන්න
audio/audio_0117_chunk_0178.flac	4.22	දැන් මේ බලන්න මාතෘකා මේ එක්සාම්පල් ලෙස එකක් ප්‍රොබ්ලම්ස් ඔෆ් යූ
audio/audio_0117_chunk_0180.flac	5.02	අන්න ඒක බලන්න දැන් මේ මම කිව්වා තීසීස් ස්ටේට්මන්ට් එක ඇඳින්වීමේ අන්තිමට අපි දාන්නේ
audio/audio_0117_chunk_0182.flac	4.86	ජස්ට් ලයික් අ ස්කිල්ඩ් ආචර් ෂූටින් ඇන් ඇරෝ ඇට් ද ඉවෙන්චුවලි ස්ට්‍රයික්ස් අ ට්‍රී ඇන්ඩ්
audio/audio_0117_chunk_0183.flac	6.88	හරියට මේ අහල තියෙන දෙයක් හොඳේ දම් පාසල් ගිහිල්ලා තියෙනවා නම් අනිවාර්යයෙන් අහල ඇති
audio/audio_0117_chunk_0184.flac	3.61	ඩිස්කිව් ඩාච් දක්ෂ දුනුවායෙක් ෂූටින් ඇන් ඇරෝ
